,title,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature
357,Kiss the Sky,1FGXVdJ5SKjf8iGuzv6e0m,0.738,0.837,11,-3.225,1,0.0519,0.0832,0.0,0.12,0.808,110.008,1FGXVdJ5SKjf8iGuzv6e0m,spotify:track:1FGXVdJ5SKjf8iGuzv6e0m,https://api.spotify.com/v1/tracks/1FGXVdJ5SKjf8iGuzv6e0m,https://api.spotify.com/v1/audio-analysis/1FGXVdJ5SKjf8iGuzv6e0m,222387,4
358,"Drive Back, Baby - Original Mix",4sh3jEWC27RK7aV6UYXXHC,0.829,0.862,9,-6.469,1,0.0814,0.00131,0.105,0.224,0.89,119.994,4sh3jEWC27RK7aV6UYXXHC,spotify:track:4sh3jEWC27RK7aV6UYXXHC,https://api.spotify.com/v1/tracks/4sh3jEWC27RK7aV6UYXXHC,https://api.spotify.com/v1/audio-analysis/4sh3jEWC27RK7aV6UYXXHC,297125,4
359,Play with Me - Original Mix,6SddkYnsknt9C0Dr6xNC6k,0.882,0.82,9,-4.137,1,0.0853,0.00251,0.244,0.0204,0.854,121.012,6SddkYnsknt9C0Dr6xNC6k,spotify:track:6SddkYnsknt9C0Dr6xNC6k,https://api.spotify.com/v1/tracks/6SddkYnsknt9C0Dr6xNC6k,https://api.spotify.com/v1/audio-analysis/6SddkYnsknt9C0Dr6xNC6k,313017,4
360,"Drive Back, Baby - Radio Mix",4ZkknbK97d8w1nvg2xRARM,0.807,0.705,9,-5.324,1,0.057,0.00709,0.00308,0.144,0.752,119.997,4ZkknbK97d8w1nvg2xRARM,spotify:track:4ZkknbK97d8w1nvg2xRARM,https://api.spotify.com/v1/tracks/4ZkknbK97d8w1nvg2xRARM,https://api.spotify.com/v1/audio-analysis/4ZkknbK97d8w1nvg2xRARM,141562,4
361,Play with Me - Radio Mix,7lBZ4c3Rn3jaCYUmPe1ygv,0.806,0.914,2,-3.245,1,0.0549,0.00242,0.0144,0.112,0.465,121.015,7lBZ4c3Rn3jaCYUmPe1ygv,spotify:track:7lBZ4c3Rn3jaCYUmPe1ygv,https://api.spotify.com/v1/tracks/7lBZ4c3Rn3jaCYUmPe1ygv,https://api.spotify.com/v1/audio-analysis/7lBZ4c3Rn3jaCYUmPe1ygv,175839,4
362,Intro,6nZCmcPaSrvhMQ9Pxrg1yq,0.673,0.434,9,-13.173,1,0.442,0.116,0.0,0.15,0.933,156.016,6nZCmcPaSrvhMQ9Pxrg1yq,spotify:track:6nZCmcPaSrvhMQ9Pxrg1yq,https://api.spotify.com/v1/tracks/6nZCmcPaSrvhMQ9Pxrg1yq,https://api.spotify.com/v1/audio-analysis/6nZCmcPaSrvhMQ9Pxrg1yq,69381,4
363,Up in Blood,2ei1X8MRlY57bidELS3auc,0.74,0.465,9,-12.979,0,0.328,0.244,0.0,0.312,0.352,142.017,2ei1X8MRlY57bidELS3auc,spotify:track:2ei1X8MRlY57bidELS3auc,https://api.spotify.com/v1/tracks/2ei1X8MRlY57bidELS3auc,https://api.spotify.com/v1/audio-analysis/2ei1X8MRlY57bidELS3auc,237374,4
364,Can't Be Both,3m5WdCvBo0iJhfI1K9Ry6p,0.627,0.448,2,-13.88,1,0.395,0.0169,0.0,0.318,0.562,154.257,3m5WdCvBo0iJhfI1K9Ry6p,spotify:track:3m5WdCvBo0iJhfI1K9Ry6p,https://api.spotify.com/v1/tracks/3m5WdCvBo0iJhfI1K9Ry6p,https://api.spotify.com/v1/audio-analysis/3m5WdCvBo0iJhfI1K9Ry6p,216032,4
365,My Comitty,2GPW5mOYNdN9MoM8SGMcdi,0.801,0.707,8,-9.054,1,0.36,0.146,0.0,0.173,0.397,157.897,2GPW5mOYNdN9MoM8SGMcdi,spotify:track:2GPW5mOYNdN9MoM8SGMcdi,https://api.spotify.com/v1/tracks/2GPW5mOYNdN9MoM8SGMcdi,https://api.spotify.com/v1/audio-analysis/2GPW5mOYNdN9MoM8SGMcdi,176039,4
366,Bout Whatever,3xhszvQKpUzbnCgi3TmaB6,0.707,0.289,1,-12.318,1,0.198,0.00147,0.0,0.0749,0.308,85.035,3xhszvQKpUzbnCgi3TmaB6,spotify:track:3xhszvQKpUzbnCgi3TmaB6,https://api.spotify.com/v1/tracks/3xhszvQKpUzbnCgi3TmaB6,https://api.spotify.com/v1/audio-analysis/3xhszvQKpUzbnCgi3TmaB6,133381,4
367,T Off,0AwnoP1LMlREOMXgS3IhvQ,0.713,0.487,9,-10.523,1,0.29,0.00383,0.0,0.104,0.72,82.004,0AwnoP1LMlREOMXgS3IhvQ,spotify:track:0AwnoP1LMlREOMXgS3IhvQ,https://api.spotify.com/v1/tracks/0AwnoP1LMlREOMXgS3IhvQ,https://api.spotify.com/v1/audio-analysis/0AwnoP1LMlREOMXgS3IhvQ,240039,4
368,Playin' Wit,4KRJGWQAtZkuwtfRP7MHpv,0.696,0.547,1,-4.578,0,0.273,0.213,0.0,0.119,0.129,151.991,4KRJGWQAtZkuwtfRP7MHpv,spotify:track:4KRJGWQAtZkuwtfRP7MHpv,https://api.spotify.com/v1/tracks/4KRJGWQAtZkuwtfRP7MHpv,https://api.spotify.com/v1/audio-analysis/4KRJGWQAtZkuwtfRP7MHpv,180976,4
369,Get It in,10CAPen3dxH7e0PIgmniqX,0.794,0.449,1,-10.87,0,0.454,0.53,0.0,0.0825,0.551,81.976,10CAPen3dxH7e0PIgmniqX,spotify:track:10CAPen3dxH7e0PIgmniqX,https://api.spotify.com/v1/tracks/10CAPen3dxH7e0PIgmniqX,https://api.spotify.com/v1/audio-analysis/10CAPen3dxH7e0PIgmniqX,74397,4
370,Favorite One,3GktERHSuYpwWs4JC9awM2,0.834,0.631,8,-8.771,1,0.173,0.0676,0.0,0.11,0.458,133.978,3GktERHSuYpwWs4JC9awM2,spotify:track:3GktERHSuYpwWs4JC9awM2,https://api.spotify.com/v1/tracks/3GktERHSuYpwWs4JC9awM2,https://api.spotify.com/v1/audio-analysis/3GktERHSuYpwWs4JC9awM2,202684,4
371,Yungin' Fasho,1dX455uIMEDUbPuPKXngnX,0.777,0.586,0,-10.461,1,0.336,0.211,0.0,0.114,0.529,134.088,1dX455uIMEDUbPuPKXngnX,spotify:track:1dX455uIMEDUbPuPKXngnX,https://api.spotify.com/v1/tracks/1dX455uIMEDUbPuPKXngnX,https://api.spotify.com/v1/audio-analysis/1dX455uIMEDUbPuPKXngnX,117786,4
372,Both Sides,63SDmLNz5kJn2ZQ8oe9JnD,0.877,0.573,1,-6.944,0,0.221,0.796,0.0,0.106,0.461,114.841,63SDmLNz5kJn2ZQ8oe9JnD,spotify:track:63SDmLNz5kJn2ZQ8oe9JnD,https://api.spotify.com/v1/tracks/63SDmLNz5kJn2ZQ8oe9JnD,https://api.spotify.com/v1/audio-analysis/63SDmLNz5kJn2ZQ8oe9JnD,124839,4
373,Goonin' Out of Foreign,1wn0qYJvov7YDT1BGU6Qwu,0.706,0.501,11,-11.97,1,0.354,0.0018,0.0,0.0902,0.684,159.985,1wn0qYJvov7YDT1BGU6Qwu,spotify:track:1wn0qYJvov7YDT1BGU6Qwu,https://api.spotify.com/v1/tracks/1wn0qYJvov7YDT1BGU6Qwu,https://api.spotify.com/v1/audio-analysis/1wn0qYJvov7YDT1BGU6Qwu,170710,4
374,Don't Start Me,2wdJmh0MjHTbgXKD6xtdpZ,0.836,0.509,2,-7.701,1,0.37,0.0848,0.0,0.063,0.617,81.994,2wdJmh0MjHTbgXKD6xtdpZ,spotify:track:2wdJmh0MjHTbgXKD6xtdpZ,https://api.spotify.com/v1/tracks/2wdJmh0MjHTbgXKD6xtdpZ,https://api.spotify.com/v1/audio-analysis/2wdJmh0MjHTbgXKD6xtdpZ,132284,4
375,Get Up & Go Get It,2TCyvpK6KB68Hhslp6Alk3,0.812,0.718,8,-5.246,0,0.0729,0.0879,0.0,0.0904,0.739,140.007,2TCyvpK6KB68Hhslp6Alk3,spotify:track:2TCyvpK6KB68Hhslp6Alk3,https://api.spotify.com/v1/tracks/2TCyvpK6KB68Hhslp6Alk3,https://api.spotify.com/v1/audio-analysis/2TCyvpK6KB68Hhslp6Alk3,207621,4
376,No Evidence,55ikD6A2pzMQe1Jy8F12ef,0.823,0.554,1,-10.585,0,0.369,0.228,0.0,0.0978,0.662,80.974,55ikD6A2pzMQe1Jy8F12ef,spotify:track:55ikD6A2pzMQe1Jy8F12ef,https://api.spotify.com/v1/tracks/55ikD6A2pzMQe1Jy8F12ef,https://api.spotify.com/v1/audio-analysis/55ikD6A2pzMQe1Jy8F12ef,240039,4
377,Rocket,7LnxkGwDDZUthlJI113YeZ,0.648,0.842,11,-7.13,0,0.046,0.00255,0.0,0.705,0.915,155.59,7LnxkGwDDZUthlJI113YeZ,spotify:track:7LnxkGwDDZUthlJI113YeZ,https://api.spotify.com/v1/tracks/7LnxkGwDDZUthlJI113YeZ,https://api.spotify.com/v1/audio-analysis/7LnxkGwDDZUthlJI113YeZ,130142,4
378,Head Bust,7nZKqc2LrCmuvMluLqUiLZ,0.462,0.578,7,-7.479,1,0.277,0.00294,0.0,0.213,0.423,80.763,7nZKqc2LrCmuvMluLqUiLZ,spotify:track:7nZKqc2LrCmuvMluLqUiLZ,https://api.spotify.com/v1/tracks/7nZKqc2LrCmuvMluLqUiLZ,https://api.spotify.com/v1/audio-analysis/7nZKqc2LrCmuvMluLqUiLZ,219794,4
379,Big Tipper,46wZYbRtqVWWC3tL62fqE1,0.613,0.387,9,-7.691,0,0.0313,0.228,0.0295,0.337,0.126,75.021,46wZYbRtqVWWC3tL62fqE1,spotify:track:46wZYbRtqVWWC3tL62fqE1,https://api.spotify.com/v1/tracks/46wZYbRtqVWWC3tL62fqE1,https://api.spotify.com/v1/audio-analysis/46wZYbRtqVWWC3tL62fqE1,102400,3
380,Cheap Thriller,6DYpdFRKCE0GXKG87I2OLy,0.892,0.187,4,-11.229,1,0.0427,0.869,0.347,0.108,0.186,115.98,6DYpdFRKCE0GXKG87I2OLy,spotify:track:6DYpdFRKCE0GXKG87I2OLy,https://api.spotify.com/v1/tracks/6DYpdFRKCE0GXKG87I2OLy,https://api.spotify.com/v1/audio-analysis/6DYpdFRKCE0GXKG87I2OLy,132414,4
381,Dont Touch Me,3MAkggAbKL9iB5YmTcmKEG,0.414,0.218,10,-12.037,1,0.0512,0.000653,0.727,0.108,0.28,80.0,3MAkggAbKL9iB5YmTcmKEG,spotify:track:3MAkggAbKL9iB5YmTcmKEG,https://api.spotify.com/v1/tracks/3MAkggAbKL9iB5YmTcmKEG,https://api.spotify.com/v1/audio-analysis/3MAkggAbKL9iB5YmTcmKEG,120000,4
382,Got It Made,0kOswOCqrwKU6K8qOQQmbh,0.774,0.784,0,-9.357,1,0.063,0.236,0.815,0.226,0.343,140.002,0kOswOCqrwKU6K8qOQQmbh,spotify:track:0kOswOCqrwKU6K8qOQQmbh,https://api.spotify.com/v1/tracks/0kOswOCqrwKU6K8qOQQmbh,https://api.spotify.com/v1/audio-analysis/0kOswOCqrwKU6K8qOQQmbh,164571,4
383,Just Go,04t6Jv5U33cRXdcZup2XRP,0.675,0.466,0,-8.054,1,0.0475,0.554,6.75e-05,0.164,0.335,117.799,04t6Jv5U33cRXdcZup2XRP,spotify:track:04t6Jv5U33cRXdcZup2XRP,https://api.spotify.com/v1/tracks/04t6Jv5U33cRXdcZup2XRP,https://api.spotify.com/v1/audio-analysis/04t6Jv5U33cRXdcZup2XRP,146441,4
384,Keep Up,4UYtCtsWnE0pgS9zCnhMX2,0.751,0.446,9,-9.803,0,0.0332,0.547,0.0,0.0859,0.0396,126.017,4UYtCtsWnE0pgS9zCnhMX2,spotify:track:4UYtCtsWnE0pgS9zCnhMX2,https://api.spotify.com/v1/tracks/4UYtCtsWnE0pgS9zCnhMX2,https://api.spotify.com/v1/audio-analysis/4UYtCtsWnE0pgS9zCnhMX2,121905,4
385,Lets Do The Do,7wfGAlgm9hU4vJ0uXc0bUE,0.829,0.773,0,-9.638,1,0.0715,0.0474,0.658,0.0724,0.864,76.019,7wfGAlgm9hU4vJ0uXc0bUE,spotify:track:7wfGAlgm9hU4vJ0uXc0bUE,https://api.spotify.com/v1/tracks/7wfGAlgm9hU4vJ0uXc0bUE,https://api.spotify.com/v1/audio-analysis/7wfGAlgm9hU4vJ0uXc0bUE,101053,4
386,Lot Of Gold,1Y8yZcQ0OGafh47YyLNQ2E,0.657,0.401,4,-9.489,0,0.028,0.00155,0.969,0.302,0.0407,130.082,1Y8yZcQ0OGafh47YyLNQ2E,spotify:track:1Y8yZcQ0OGafh47YyLNQ2E,https://api.spotify.com/v1/tracks/1Y8yZcQ0OGafh47YyLNQ2E,https://api.spotify.com/v1/audio-analysis/1Y8yZcQ0OGafh47YyLNQ2E,118154,4
387,Lover Lane,1lgrKOQSz74eKvpl8AwMEj,0.815,0.31,4,-7.507,0,0.0339,0.000868,1.86e-05,0.209,0.305,120.007,1lgrKOQSz74eKvpl8AwMEj,spotify:track:1lgrKOQSz74eKvpl8AwMEj,https://api.spotify.com/v1/tracks/1lgrKOQSz74eKvpl8AwMEj,https://api.spotify.com/v1/audio-analysis/1lgrKOQSz74eKvpl8AwMEj,144000,3
388,New Days,4VJ3bjt8gQoUspZ7d0kblZ,0.751,0.7,0,-8.067,1,0.034,0.523,0.375,0.249,0.136,144.054,4VJ3bjt8gQoUspZ7d0kblZ,spotify:track:4VJ3bjt8gQoUspZ7d0kblZ,https://api.spotify.com/v1/tracks/4VJ3bjt8gQoUspZ7d0kblZ,https://api.spotify.com/v1/audio-analysis/4VJ3bjt8gQoUspZ7d0kblZ,106667,4
389,Rocky My Goal,3FR9zpth5oxIglIUq91cOF,0.797,0.482,9,-8.957,0,0.0316,0.0525,0.0,0.153,0.514,129.959,3FR9zpth5oxIglIUq91cOF,spotify:track:3FR9zpth5oxIglIUq91cOF,https://api.spotify.com/v1/tracks/3FR9zpth5oxIglIUq91cOF,https://api.spotify.com/v1/audio-analysis/3FR9zpth5oxIglIUq91cOF,132923,4
390,Tears Of Music,5e0r0H8wYLcW1JY6cIrQZ3,0.571,0.562,5,-8.439,0,0.0289,0.00313,0.261,0.221,0.317,140.04,5e0r0H8wYLcW1JY6cIrQZ3,spotify:track:5e0r0H8wYLcW1JY6cIrQZ3,https://api.spotify.com/v1/tracks/5e0r0H8wYLcW1JY6cIrQZ3,https://api.spotify.com/v1/audio-analysis/5e0r0H8wYLcW1JY6cIrQZ3,109714,4
391,Platinum (Jotaro Rap) [feat. Breeton Boi],1tmFnQnT7Ge0SkslLk7n7X,0.878,0.605,8,-5.739,1,0.185,0.469,2.73e-06,0.119,0.193,90.0,1tmFnQnT7Ge0SkslLk7n7X,spotify:track:1tmFnQnT7Ge0SkslLk7n7X,https://api.spotify.com/v1/tracks/1tmFnQnT7Ge0SkslLk7n7X,https://api.spotify.com/v1/audio-analysis/1tmFnQnT7Ge0SkslLk7n7X,181333,4
392,Brown Sugar - Original Mix,3c79AfWNOTCGTKWlIRnqry,0.861,0.796,8,-4.13,0,0.0995,0.0139,0.448,0.104,0.835,120.007,3c79AfWNOTCGTKWlIRnqry,spotify:track:3c79AfWNOTCGTKWlIRnqry,https://api.spotify.com/v1/tracks/3c79AfWNOTCGTKWlIRnqry,https://api.spotify.com/v1/audio-analysis/3c79AfWNOTCGTKWlIRnqry,304125,4
393,Brown Sugar - Croatia Squad Remix,2p5lTMGydL4YZJ1zI6UAfy,0.821,0.772,8,-4.042,0,0.202,0.0393,0.0184,0.0459,0.842,120.069,2p5lTMGydL4YZJ1zI6UAfy,spotify:track:2p5lTMGydL4YZJ1zI6UAfy,https://api.spotify.com/v1/tracks/2p5lTMGydL4YZJ1zI6UAfy,https://api.spotify.com/v1/audio-analysis/2p5lTMGydL4YZJ1zI6UAfy,329625,4
394,Brown Sugar - Radio Mix,7qFnITYtXaZHSYo10aI3b4,0.798,0.86,6,-3.6,1,0.0769,0.0432,0.157,0.214,0.624,120.025,7qFnITYtXaZHSYo10aI3b4,spotify:track:7qFnITYtXaZHSYo10aI3b4,https://api.spotify.com/v1/tracks/7qFnITYtXaZHSYo10aI3b4,https://api.spotify.com/v1/audio-analysis/7qFnITYtXaZHSYo10aI3b4,207208,4
395,Brown Sugar - Croatia Squad Radio Mix,08k11pCiYTgvVMyejZwP0K,0.767,0.863,8,-3.092,0,0.235,0.0461,0.00025,0.352,0.778,120.14,08k11pCiYTgvVMyejZwP0K,spotify:track:08k11pCiYTgvVMyejZwP0K,https://api.spotify.com/v1/tracks/08k11pCiYTgvVMyejZwP0K,https://api.spotify.com/v1/audio-analysis/08k11pCiYTgvVMyejZwP0K,172375,1
396,Kuja Utanipata,1HmHW1KrJVXauYmK8jyL5k,0.676,0.606,1,-11.65,1,0.0338,0.0216,0.00846,0.165,0.201,114.0,1HmHW1KrJVXauYmK8jyL5k,spotify:track:1HmHW1KrJVXauYmK8jyL5k,https://api.spotify.com/v1/tracks/1HmHW1KrJVXauYmK8jyL5k,https://api.spotify.com/v1/audio-analysis/1HmHW1KrJVXauYmK8jyL5k,242000,4
397,Nangomso,5sSOfrfEHFamozqpa6Hi1a,0.743,0.565,6,-11.292,1,0.0335,0.00426,8.96e-05,0.072,0.501,118.014,5sSOfrfEHFamozqpa6Hi1a,spotify:track:5sSOfrfEHFamozqpa6Hi1a,https://api.spotify.com/v1/tracks/5sSOfrfEHFamozqpa6Hi1a,https://api.spotify.com/v1/audio-analysis/5sSOfrfEHFamozqpa6Hi1a,185000,4
398,Come Around,2PBH0n2ychpdqKw5TTiBiY,0.69,0.613,10,-11.713,1,0.0491,0.0324,0.446,0.111,0.328,115.001,2PBH0n2ychpdqKw5TTiBiY,spotify:track:2PBH0n2ychpdqKw5TTiBiY,https://api.spotify.com/v1/tracks/2PBH0n2ychpdqKw5TTiBiY,https://api.spotify.com/v1/audio-analysis/2PBH0n2ychpdqKw5TTiBiY,268000,4
399,Mjolo for Who,5ZWI3tqmoIhahzWUqrp008,0.773,0.566,3,-12.391,1,0.0501,0.00121,0.429,0.0569,0.125,113.013,5ZWI3tqmoIhahzWUqrp008,spotify:track:5ZWI3tqmoIhahzWUqrp008,https://api.spotify.com/v1/tracks/5ZWI3tqmoIhahzWUqrp008,https://api.spotify.com/v1/audio-analysis/5ZWI3tqmoIhahzWUqrp008,410000,4
400,Tomorrow Silver,4kUYlm6yOL6BVQA7yoHT2J,0.711,0.628,8,-11.115,0,0.0847,0.0019,8.02e-05,0.0982,0.0909,119.984,4kUYlm6yOL6BVQA7yoHT2J,spotify:track:4kUYlm6yOL6BVQA7yoHT2J,https://api.spotify.com/v1/tracks/4kUYlm6yOL6BVQA7yoHT2J,https://api.spotify.com/v1/audio-analysis/4kUYlm6yOL6BVQA7yoHT2J,308000,4
401,Ndizincamile,3AxV57YbqvCQZM7I1NP72I,0.7,0.533,5,-11.076,1,0.044,0.119,0.00174,0.289,0.568,107.989,3AxV57YbqvCQZM7I1NP72I,spotify:track:3AxV57YbqvCQZM7I1NP72I,https://api.spotify.com/v1/tracks/3AxV57YbqvCQZM7I1NP72I,https://api.spotify.com/v1/audio-analysis/3AxV57YbqvCQZM7I1NP72I,279250,4
402,Uthando Lwam,7lp3w0kR7m6o3mrKLSXGkI,0.665,0.351,2,-14.491,1,0.0352,0.312,0.128,0.1,0.209,112.017,7lp3w0kR7m6o3mrKLSXGkI,spotify:track:7lp3w0kR7m6o3mrKLSXGkI,https://api.spotify.com/v1/tracks/7lp3w0kR7m6o3mrKLSXGkI,https://api.spotify.com/v1/audio-analysis/7lp3w0kR7m6o3mrKLSXGkI,350000,4
403,Heart Mend Hotel,1cpmgRunPmdkMFufHgPIMa,0.0779,0.14,5,-17.577,0,0.047,0.977,0.845,0.0667,0.0356,172.88,1cpmgRunPmdkMFufHgPIMa,spotify:track:1cpmgRunPmdkMFufHgPIMa,https://api.spotify.com/v1/tracks/1cpmgRunPmdkMFufHgPIMa,https://api.spotify.com/v1/audio-analysis/1cpmgRunPmdkMFufHgPIMa,41000,4
404,Mntakababa,78QV7b6ZKczo5lT0c1Rce2,0.787,0.706,11,-10.049,1,0.0507,0.0864,0.00629,0.0368,0.748,113.001,78QV7b6ZKczo5lT0c1Rce2,spotify:track:78QV7b6ZKczo5lT0c1Rce2,https://api.spotify.com/v1/tracks/78QV7b6ZKczo5lT0c1Rce2,https://api.spotify.com/v1/audio-analysis/78QV7b6ZKczo5lT0c1Rce2,309000,4
405,Boy from Soshanguve,4B5w6ajZbqhz9wNd1xSSLj,0.724,0.47,5,-12.431,0,0.0737,0.00658,0.000401,0.112,0.133,124.98,4B5w6ajZbqhz9wNd1xSSLj,spotify:track:4B5w6ajZbqhz9wNd1xSSLj,https://api.spotify.com/v1/tracks/4B5w6ajZbqhz9wNd1xSSLj,https://api.spotify.com/v1/audio-analysis/4B5w6ajZbqhz9wNd1xSSLj,419500,4
406,Fika Kaloku,202EG6JrO3r9mqw3VszALt,0.854,0.71,11,-12.024,0,0.0628,0.042,0.0662,0.0487,0.166,112.986,202EG6JrO3r9mqw3VszALt,spotify:track:202EG6JrO3r9mqw3VszALt,https://api.spotify.com/v1/tracks/202EG6JrO3r9mqw3VszALt,https://api.spotify.com/v1/audio-analysis/202EG6JrO3r9mqw3VszALt,358000,4
407,Pearls To Swine,3QMJCj6W6FzEVaf1roXX6j,0.721,0.409,5,-9.0,0,0.0423,0.13,0.00112,0.0954,0.656,77.99,3QMJCj6W6FzEVaf1roXX6j,spotify:track:3QMJCj6W6FzEVaf1roXX6j,https://api.spotify.com/v1/tracks/3QMJCj6W6FzEVaf1roXX6j,https://api.spotify.com/v1/audio-analysis/3QMJCj6W6FzEVaf1roXX6j,308000,4
408,Delakufa,3Koj6l9nIOVtfTZXv4QAo5,0.762,0.552,9,-10.244,0,0.0417,0.0327,0.111,0.16,0.446,114.013,3Koj6l9nIOVtfTZXv4QAo5,spotify:track:3Koj6l9nIOVtfTZXv4QAo5,https://api.spotify.com/v1/tracks/3Koj6l9nIOVtfTZXv4QAo5,https://api.spotify.com/v1/audio-analysis/3Koj6l9nIOVtfTZXv4QAo5,278000,4
409,Statues II,3XxEnr5KVry1HXw9SaqtNs,0.747,0.387,8,-13.27,1,0.0347,0.00104,0.00151,0.0937,0.238,121.984,3XxEnr5KVry1HXw9SaqtNs,spotify:track:3XxEnr5KVry1HXw9SaqtNs,https://api.spotify.com/v1/tracks/3XxEnr5KVry1HXw9SaqtNs,https://api.spotify.com/v1/audio-analysis/3XxEnr5KVry1HXw9SaqtNs,446557,4
410,Chem Trails,2kb4yKdiTbwEN3W60HOGoI,0.788,0.495,1,-13.462,1,0.066,0.0916,0.0604,0.107,0.51,119.998,2kb4yKdiTbwEN3W60HOGoI,spotify:track:2kb4yKdiTbwEN3W60HOGoI,https://api.spotify.com/v1/tracks/2kb4yKdiTbwEN3W60HOGoI,https://api.spotify.com/v1/audio-analysis/2kb4yKdiTbwEN3W60HOGoI,290000,4
411,No Rainbow,1AfjVOW1tXh1gLT0pJ5IMz,0.572,0.835,11,-7.804,0,0.0358,0.000815,0.781,0.119,0.351,117.978,1AfjVOW1tXh1gLT0pJ5IMz,spotify:track:1AfjVOW1tXh1gLT0pJ5IMz,https://api.spotify.com/v1/tracks/1AfjVOW1tXh1gLT0pJ5IMz,https://api.spotify.com/v1/audio-analysis/1AfjVOW1tXh1gLT0pJ5IMz,350000,4
412,Steam and Flow,6N0dnXu8mHCQkbUDMjscAc,0.688,0.408,1,-12.083,0,0.221,0.114,2.02e-05,0.0988,0.357,170.193,6N0dnXu8mHCQkbUDMjscAc,spotify:track:6N0dnXu8mHCQkbUDMjscAc,https://api.spotify.com/v1/tracks/6N0dnXu8mHCQkbUDMjscAc,https://api.spotify.com/v1/audio-analysis/6N0dnXu8mHCQkbUDMjscAc,218000,4
413,Mhlaba Wakhala,4qVN564e5UmO3dDzJbOFDe,0.246,0.156,5,-13.932,0,0.0454,0.947,0.0639,0.142,0.0351,116.688,4qVN564e5UmO3dDzJbOFDe,spotify:track:4qVN564e5UmO3dDzJbOFDe,https://api.spotify.com/v1/tracks/4qVN564e5UmO3dDzJbOFDe,https://api.spotify.com/v1/audio-analysis/4qVN564e5UmO3dDzJbOFDe,76000,3
414,No Scrubs,3tVNxR68A4Y9dQjv8sc2QL,0.8,0.629,8,-6.101,0,0.134,0.0451,0.0,0.0456,0.544,92.928,3tVNxR68A4Y9dQjv8sc2QL,spotify:track:3tVNxR68A4Y9dQjv8sc2QL,https://api.spotify.com/v1/tracks/3tVNxR68A4Y9dQjv8sc2QL,https://api.spotify.com/v1/audio-analysis/3tVNxR68A4Y9dQjv8sc2QL,232667,4
415,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",7E7jfkiWHppWhZnYGgP120,0.853,0.598,8,-5.273,0,0.0674,0.0659,2.97e-05,0.0606,0.865,103.038,7E7jfkiWHppWhZnYGgP120,spotify:track:7E7jfkiWHppWhZnYGgP120,https://api.spotify.com/v1/tracks/7E7jfkiWHppWhZnYGgP120,https://api.spotify.com/v1/audio-analysis/7E7jfkiWHppWhZnYGgP120,241200,4
416,Rosa Parks - Radio Version,2IiDQweIKXTtbOSestNmyK,0.795,0.747,6,-7.297,0,0.195,0.116,4.98e-05,0.12,0.262,103.879,2IiDQweIKXTtbOSestNmyK,spotify:track:2IiDQweIKXTtbOSestNmyK,https://api.spotify.com/v1/tracks/2IiDQweIKXTtbOSestNmyK,https://api.spotify.com/v1/audio-analysis/2IiDQweIKXTtbOSestNmyK,240200,4
417,Nobody Knows,3VoEEij0T93wUrcG4DofZ7,0.746,0.423,5,-9.174,1,0.0291,0.453,7.27e-06,0.0969,0.232,88.004,3VoEEij0T93wUrcG4DofZ7,spotify:track:3VoEEij0T93wUrcG4DofZ7,https://api.spotify.com/v1/tracks/3VoEEij0T93wUrcG4DofZ7,https://api.spotify.com/v1/audio-analysis/3VoEEij0T93wUrcG4DofZ7,284067,4
418,You Make Me Wanna...,3hDozg65glLuUDW8DSQXPT,0.755,0.646,5,-7.192,0,0.056,0.0425,0.0,0.072,0.939,164.097,3hDozg65glLuUDW8DSQXPT,spotify:track:3hDozg65glLuUDW8DSQXPT,https://api.spotify.com/v1/tracks/3hDozg65glLuUDW8DSQXPT,https://api.spotify.com/v1/audio-analysis/3hDozg65glLuUDW8DSQXPT,217827,4
419,Un-Break My Heart,41uZvznPjb6ezQ9KcbFwas,0.626,0.449,2,-7.695,0,0.0272,0.416,0.0,0.128,0.137,109.894,41uZvznPjb6ezQ9KcbFwas,spotify:track:41uZvznPjb6ezQ9KcbFwas,https://api.spotify.com/v1/tracks/41uZvznPjb6ezQ9KcbFwas,https://api.spotify.com/v1/audio-analysis/41uZvznPjb6ezQ9KcbFwas,268173,4
420,You're Makin' Me High,5F7nZXkqjuzZeCvW5NzdcW,0.853,0.61,10,-7.715,0,0.0398,0.0109,2.88e-05,0.094,0.876,92.132,5F7nZXkqjuzZeCvW5NzdcW,spotify:track:5F7nZXkqjuzZeCvW5NzdcW,https://api.spotify.com/v1/tracks/5F7nZXkqjuzZeCvW5NzdcW,https://api.spotify.com/v1/audio-analysis/5F7nZXkqjuzZeCvW5NzdcW,260467,4
421,Last Night,4xmhb9uCPEXuX338XYmOgO,0.612,0.545,3,-7.756,0,0.0237,0.388,0.0,0.0904,0.401,82.066,4xmhb9uCPEXuX338XYmOgO,spotify:track:4xmhb9uCPEXuX338XYmOgO,https://api.spotify.com/v1/tracks/4xmhb9uCPEXuX338XYmOgO,https://api.spotify.com/v1/audio-analysis/4xmhb9uCPEXuX338XYmOgO,260093,4
